panel_values,exome_values
5.36966808739135,1.3629882793313497
5.407268720978177,0.835993073162034
2.6917936632485384,1.9959625669196353
4.027829617436746,1.5640561006291067
7.088277406824593,2.940685974171494
2.738585575322058,1.5586369733221659
4.082049188692723,1.4149433583013566
5.455470404754987,1.7251616552581055
4.074946414454649,1.8522812443221275
8.61010022156658,4.62233113030795
4.352512923336288,2.0840709177712924
7.160902617453125,5.682983093999598
1.4794365713761568,3.1033957245182116
0.0,1.633724105287281
1.516215163061359,1.694244800584114
3.0311986117110354,1.9853497983991817
1.4855375491898632,0.5170507219996843
2.8343506290132634,3.0855538037273416
7.276939959423784,2.996005575566377
5.557068313040773,4.006135556140601
4.62305176893371,3.6374371376372556
1.4762914967086074,2.225819889102975
6.8502253039102445,3.727882940852295
2.961234479429785,1.995681026948719
1.5602035753625119,2.37179495653744
2.762503435863649,1.7068258403678946
2.9488738987799055,1.3536546625500172
2.7689709119605697,0.8345647800309788
2.9077163522698353,2.5114435380721556
4.340824148872903,2.8959414394305885
5.826241098596023,2.5163441108594737
1.4253318528886485,2.3276203185736355
2.9791252692384456,2.7852273324830596
9.526881457014028,5.994116013169172
6.778668344161126,9.266661440359798
16.22696109586077,9.707541210372765
43.55199155091365,47.89130435663045
12.555610893248016,3.671716281079302
6.963720409411051,6.72457044454428
16.617506543143193,16.173526249025727
12.660916734777715,7.304427722845713
12.682451151425653,8.152245315546653
24.784410055310534,23.595331995966
15.195322051036943,20.62511541067097
9.607822414500674,3.83992794100938
9.626783361617742,3.921054992177152
5.440681608591921,11.12563982151227
23.346966130418895,31.073925072180437
5.465018417112066,5.653073518525764
9.668948999056585,8.04276827959687
5.540688042641136,7.654032998302569
9.668721960706314,7.983088018107166
5.583496301631637,1.2882748638180317
17.881361294280435,21.065247367458618
5.526724476204686,1.2409320185382846
2.76827720420612,1.4883302620080832
37.15609965541157,29.30246998867132
6.869830452584429,8.201441461918655
12.526775983665086,16.24615507663186
4.124085484043912,1.056095716339505
5.505243744666796,1.4442594264061794
2.794236607573221,2.8241327794267566
8.501280859649523,4.449001170763555
16.949248300837855,17.41444419836907
15.657783484169979,10.927798186419768
4.281170129419774,1.1454253501243148
7.10326153356575,3.371801039633872
4.06288258811038,2.1276901856136137
1.3598171317921155,2.2426578948387803
4.039887152485541,1.7047509704796298
6.821608125899601,1.794133656864152
1.3537240271123858,1.578445076441911
5.444436126555917,1.7192656322036388
8.260480484614856,1.3300596132718665
2.7372587448573737,0.8482716515994957
1.3534327113858877,0.6039391123349889
1.3592423039700758,2.028287374651419
0.0,0.13941651261722932
4.103372151233884,1.4245268383230556
0.0,0.5435739956238885
2.719811789024199,0.8435510990863451
5.424037707910145,2.6388027143130683
1.3482794605803532,0.6697886632575543
2.7046068921497444,1.6126207462382354
2.7001922536884626,1.571690733264619
5.441406930175866,2.0190534710978394
4.03912566393128,1.4393899022045016
2.693171060799683,1.4328809728102172
5.4073345085273665,1.3408769281475008
4.05720661324678,1.0760488441436387
0.0,1.514863538062765
2.702348475943018,1.6768522023139631
1.3510099474862436,2.152337468758316
4.0380383209836666,2.0686316598803867
6.734206266044245,1.5006298643750746
5.404543599804358,1.8071221091819005
4.103877343313963,1.1895940700570984
2.7098067907758177,1.2410055190198683
1.3485212789915204,0.7025841513476001
6.754958477270238,1.7055565326276474
2.682518563028456,1.8641178583189877
6.786848174134237,2.049563278384653
1.3489469445677233,2.1090563583044375
6.657922594991909,1.685411137375251
2.6996783333265846,1.7059578873256962
4.035469082926198,1.6384545962496775
6.7804057123562025,1.9108930458076268
4.045231077083226,1.5803832873324106
0.0,1.106827984944859
4.068386871044343,0.9086847851233086
2.683025970349881,1.0657855817262538
5.423574379576987,1.3779590410077258
0.0,0.23577716363440349
5.390290738806726,1.438621177286607
6.739261996897243,1.4375346721662075
1.345502053908885,1.6419506735901592
2.7048922032834692,0.9377771466388731
0.0,1.7469333257364132
4.064864396123745,2.6268248729197685
4.047326740687776,1.145022293415666
4.055330935280974,1.679678125296463
9.557514390885952,2.7121736865180157
2.7019724398811142,2.0805239269311944
1.3475073135959441,1.3060321707872138
2.6849746135650276,2.1624519756843252
6.719517914906714,1.4638257224986315
2.6806417456339044,1.0291383253867812
5.368716755899214,1.9977468079668537
6.696703614612744,1.9261424656662625
6.729620018735259,1.8337876236539667
2.6829647834042545,1.1935102482415134
2.684707903780069,1.4268784680820392
2.67439030587002,0.5624538498344833
2.694415554322113,1.035304069139075
2.7029730000027037,1.8156672718442586
2.746113562780275,2.125187676352014
2.735869575625591,0.7161390285028446
1.3709466249350513,1.154839289507544
5.411592171590765,2.223076796895291
10.928080933367392,1.691993496924515
4.086258186137233,1.1191620691149717
5.419268480044224,1.8130094304692745
4.097856820882679,2.1093311946983118
4.080688820272863,1.8206508536846426
5.439017060836765,1.4134906849112863
7.204050405299876,6.770623863386042
4.086792576205061,1.452639689548601
1.3698648902258768,0.98803732109966
5.423795002244095,1.0434569878109743
2.7102437728761535,1.3486447671032096
2.696177225121362,0.6721574762798985
2.715188902479917,0.8801952679348259
6.732338383484766,1.6803650586368422
1.3614629736529693,1.3943561157632542
1.3644444868938281,0.981117812559269
1.3642806761920747,1.3849262732809482
8.115840090897407,1.5125063096721547
1.3532697025919171,1.1773140199565493
1.3690978193009933,1.7501535673963549
6.750699372454989,5.108498972771599
4.082971423283009,1.3212332309671186
5.444754795467787,1.3251634852492833
2.7281854293072607,1.156785265168696
1.3601759523611978,1.1837904720628325
4.070871152857141,1.8246012198878292
0.0,1.2916759236774533
4.097325129577907,2.2099441502914337
4.124947406920562,1.5071992743520584
2.7465019864075613,1.9411749080325809
6.787981471525775,0.9794887953405782
1.3607460153954802,1.593562009481695
0.0,1.395412537039693
5.457561997904296,0.9465740425936007
7.011108400149199,1.0276991135138331
4.0785307500825905,1.5709001537911265
2.812587453891143,1.6170969046726293
5.471552033091944,1.4081986216757958
1.403134602702437,1.7162842697748095
4.286406234149224,0.8612285870762744
0.0,0.3027758286116562
4.17121444908685,1.80353690929614
5.890339548623281,3.321512233017593
2.936848937301213,0.33207843353142064
6.111320763365077,1.0346686818435957
1.4951929546507987,0.785514366964259
1.4866660918224444,1.519118795497377
7.492241783633046,3.891700695118198
3.020363289296437,2.005346556613752
5.627082020347528,3.4061894076268215
3.0866674486224204,4.505958783879464
1.4679157651217354,1.4326725982006154
8.797073506880045,4.596134702192163
7.302798870695183,3.463743267349024
11.651701512536503,7.931509306916702
4.4146861893900375,2.464889307339617
10.193828365055557,3.377903744126625
2.846140491186926,2.81361375921236
12.717882048709491,4.827738770840542
4.058760021754953,1.821079427306941
4.209876369963938,2.218667582761668
2.7482569180497256,0.4428250219845591
1.5033321356787326,1.6391227608698342
4.050184485903333,1.606833918215301
1.345299322372731,1.0712524843014641
2.682716465038168,1.332032958358286
4.058578820982852,1.7466383509718613
5.368558233422226,1.2630004290213037
5.552571048616924,1.9861167650590064
2.777260898666082,1.9585491068216667
6.954799367947835,2.858842847621891
2.6450373148639192,1.662031120652836
9.680997308682748,2.717818585845727
4.108429676009235,1.3726039237647942
6.938614081223417,3.650883329237333
2.7061841720700137,2.0900712849151457
8.96535339181732,3.7675520364215593
2.935555744735816,2.593981218260722
2.9031831952143916,1.2619917157094669
2.7399324606648436,2.4808275360981655
2.722455219014715,1.3806100457833876
0.0,3.474346313503224
1.361913543004463,1.6191480993950496
2.720740476728145,0.8779868140563396
1.3578930930767825,2.1268883350201593
0.0,0.9614345717748867
5.391598541572593,1.7668925933329342
2.856489945155394,1.490518016405848
2.9613002477127663,3.0113397015360857
5.752382924626529,5.6992726141005186
1.4990413630483301,0.9383926107812828
4.294081610452366,2.970031771109741
2.9573199583609355,2.818900863818789
5.911632911242744,4.179962305697064
1.463931651959033,1.1672770370452517
9.710731190313682,9.418651422783583
6.288398533545459,4.019117127633132
5.546311702717693,5.98350186628943
2.74507704745003,4.580471150759109
5.614011449776353,5.569320039953881
6.919045780558308,2.2784345000828177
4.493715538818961,3.7440309382754933
7.06468139699836,1.8413566538144783
5.526289248742421,7.747662574222165
4.2439417731188716,2.566425131842758
5.66459908799955,1.7693887674812956
5.462107991337096,1.2477450474226286
8.556491382187097,8.918119476295336
1.4685473863527898,2.159015123169068
2.9917323476572486,1.8658704126876193
7.676246622451485,1.96636748192648
3.0913191122349764,1.5484783471046617
7.258548029086452,6.902696269859634
16.3917570324363,7.696275958866318
1.5069023662887862,1.7527661603039544
6.012307192823711,2.5537772919925867
2.7473848330620294,1.360579389127067
3.0306106832057207,5.356682288297172
4.457599315312747,1.6737544588818798
4.10179562940003,2.53659454607154
1.378749336476882,2.175235116602776
7.367405126240488,4.751436752808729
0.0,4.262073648558523
4.421426823912256,2.5759581046173867
1.4039600096030869,2.679554045648117
4.26746174220548,2.6349004023670943
1.37552338664862,1.3576309354101523
1.3900163465922342,2.3500540253228692
2.970704398573467,0.8954418651158607
4.456493482378281,2.960258711810119
4.43603241261016,3.0738365917359127
2.7603073326184147,1.923184379323013
8.873324420571917,6.3799736352542915
5.8980956523662424,3.094420529687037
2.9428512991952775,2.3810699517324165
5.869112912928774,3.9863434976146284
2.948256622152905,1.6613588230079692
4.409838644004015,1.8534189328952335
5.2761121384873935,2.1338115748985436
1.375358796726096,1.8576768728982138
2.7795342890298738,1.7690218058646323
4.13898147943754,1.3728430704802186
4.104787002602437,0.9228044670298372
1.3611127368846585,0.8786991629444181
1.3515723516953457,0.9369082629620413
9.362769881841844,1.7545057196555431
2.7093846310156815,1.7160358978558907
8.074935400516795,2.634167047203774
2.691735698471766,1.903960428086462
1.3742549820178747,1.229903630901001
13.104251601630754,14.101020181238287
6.8950205540562735,3.3520699584098823
2.6981741455557025,1.5754662760046623
4.087611131927648,2.1708674138317425
5.468806610693431,0.610492452380063
1.3749824689735215,1.3649587449750324
0.0,1.5891072446215908
6.7749208689242515,0.8065169798036056
0.0,1.6627649333251222
5.4162525490238576,1.3386968669540131
0.0,1.4049371834187312
4.068271011941734,2.0260154566745205
1.359968775116923,1.618487333414662
5.917089738582975,1.5088351498236499
4.067763516500204,0.9435173450500205
5.388947269150972,2.1679696164061273
1.3504717197717158,1.7735419795044125
10.80320477069523,10.401086705538994
11.103939816646191,2.3635297899294736
1.3500414462724004,1.5362930018013037
4.0452419863756255,2.1699372684489155
1.3540154682727108,1.8488435903534066
2.966008064575928,3.935771591652146
5.885581355655383,6.520489741529616
0.0,0.44718659263045346
8.98973372408709,8.037570069853587
0.0,0.6466853325413844
1.4859635879482411,3.2566414020374133
2.966329197281657,2.5276181310211676
0.0,1.5874377705935352
8.795358396195715,8.302900034729532
4.481109881295399,3.4077254617838415
6.015788436752256,1.9997112869666447
11.926769634444508,11.424375450674813
15.232315662323934,16.29011127358287
7.503744368439849,9.214008379054418
8.779669796618949,6.795588727608946
7.533274473348781,7.652417689012077
0.0,0.0748022378435893
5.911790178742974,4.010023439874631
5.949432795950816,5.122654728950872
19.066392110620267,12.39791106535872
8.867855649045746,7.7171183419355724
45.90232872878683,29.5872860634977
2.969817742285156,2.885799001850848
19.65233507533647,15.198369380492267
22.305098053211047,17.40067404017772
44.24084143226156,67.38282085052737
11.36150608124613,3.458509862911373
7.270961090178821,4.993344455005795
10.68584827316692,2.3704600003800387
5.8986957983589825,4.231667617802017
2.8583801273980027,1.9081617981272947
11.997690444589415,14.014252119693108
7.462953896856005,6.041519951856966
1.5350655012449383,3.476783909168981
24.330049283556075,20.16359703906742
2.8332303926290674,0.8505781858379384
1.3975830199253414,1.048500523673587
12.500538217617706,15.087526905656102
7.090106748647209,5.506053817934779
2.8344470348140964,5.326374862521826
2.917310298251218,4.874633654662784
10.113648513149187,8.808165024581639
0.0,0.43823419520243956
24.092151060621518,23.29506911714273
18.718772048553614,16.217507915877587
19.858944752415702,12.512059693796232
2.857996173143124,2.7901311629928447
4.364747390244791,5.025877807799505
9.875595710041226,6.881899302567149
7.4588680720168625,5.143214883217485
15.829274083880765,14.630566863290227
7.151929876757945,5.744089129656672
7.306907658223777,2.281280015353375
8.72869471099292,2.4994892348085385
2.884516922739656,6.178558630128554
11.594404540368814,9.214061690688538
8.809046303283717,3.6305525080092718
8.671146759158898,9.358782817345919
5.713746989569554,5.475847650685852
8.78020940799438,9.432632611342394
15.04750909006345,7.65757882604912
11.534407859545516,9.310707291981858
8.07220859663308,10.237608900063629
8.13637651895979,4.649058257450088
10.738557731157526,8.032005642800579
10.792638341387342,6.30894204612548
4.403546910251311,4.579896635317208
10.91223561699144,2.925017051829057
17.55774472119652,17.980135747672353
2.8883243819346864,2.1032858232225644
2.741994746338065,2.692533896615968
0.0,1.3833955619523168
4.054914353450666,2.01708463966178
4.4847674872296235,4.604569418729927
2.7238345052631283,2.364164081903559
1.362375546993781,1.2508606428328353
4.05107596577651,1.6140651249049336
6.822799613010806,2.7860151146756102
1.351756878414876,2.5222160149551947
4.1975066810314665,1.2214979166131537
0.0,1.5069068573504367
2.7173174641993425,0.7110665178348006
1.3588470454588686,1.7299480533912162
4.075212114790574,1.9991211998738985
2.727433893820998,1.1501706819463458
4.09324410061194,1.3201324153741796
4.086447433302368,2.103775156654902
5.442250914978434,1.6883107542592457
1.3643681611045917,1.221887881265082
1.3986835590342377,2.3845424699462603
1.4069743719618142,1.2660035597910095
0.0,0.8380841062098394
0.0,0.8009469282118244
7.065589870770362,1.3010043824156812
2.7422353605765277,1.1125039428704193
2.870350570266898,6.8692666220689045
2.8467765237727187,1.0290551960367882
3.0310562018440947,3.039868714149974
4.539223429655655,2.942807997963577
2.914746577358831,1.1918518506479607
1.5223318470300073,2.1406364509715505
1.5352375396283193,3.2162463374994834
3.0305280240502697,2.124221918374193
13.464966849251613,15.468172297799672
5.433025733526387,5.095818428767494
5.797622395055786,6.067270593447274
9.431509054922374,8.86606340269707
5.361764985798027,6.333464534422379
16.178328320298544,2.2994938047637765
35.73823032860589,44.70136311616381
40.691464238742626,30.46794035488506
8.098903813368858,6.010894345274517
9.441864417524638,10.52036040416887
27.041424758587688,20.310157483892176
22.465914994594147,11.366355247476813
13.9457954821201,11.936675725858954
8.427771191630661,6.023123977574706
12.838929917987773,11.921598255424914
15.79567858953206,12.446753704968703
4.064781782190023,3.812274430589582
2.70791360672429,6.2640086010532645
2.688385234850614,3.400222487891459
5.403499576500721,2.744765005103087
14.82989437070691,6.7773731088792015
5.431889537094376,7.702793012564367
1.3481594926606206,3.0394379431275063
2.693537395726432,7.023262919660024
12.167489549478422,9.669661930885608
5.530935212007661,5.495422727616781
8.124862892938681,4.999861748789227
10.705133780718715,9.890829143560405
8.068040474669715,8.486392635169013
0.0,3.858192879174127
10.90505108334867,9.883942543558822
8.192725678869731,5.024650323380385
7.974131916064286,6.851728015640562
2.7748410709776596,2.710430999880428
5.452748526053913,2.072694985637753
5.502805054876724,5.349941563891489
14.998431982110965,17.7434576258582
7.1306332002281785,6.975256571689437
7.158964813687943,11.020987514226318
25.63673555302486,21.19160920744286
4.233497122633121,2.723405940986269
12.92000792427153,4.892436344148324
2.844035914485528,5.292083777877252
8.209686335250751,13.650890492522429
5.718648225932352,4.695565706405418
4.256496477749165,8.74247125452445
5.6928723814566045,4.848939836351132
6.7284246335699915,6.326408025348254
8.516400458182343,6.394249719099536
4.244638314369233,7.378644684189593
8.115137571869687,9.24397040944345
12.940795858945325,6.429813410084236
11.003717881179105,10.123806284386953
7.0802374994866835,6.699984159826924
2.784340313210441,1.7961579758271649
1.4972077076252797,2.3869466540173407
2.765303187841515,1.5559179587091911
1.369530949345159,5.551292000368271
1.4706271636602155,3.8259107598957742
1.4747587663347979,2.024520253116566
7.022856589054738,1.856434629931587
7.2853693755127065,4.254666441787544
2.854838594562959,5.954856411831024
3.0366938906273964,5.135954267010211
4.339354911498855,3.1459672388373487
15.40424232833723,11.40033097266607
11.27812129055542,4.852336695242222
